cooked_food_id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
1401,360,380,0,75,6,0,0,96,6,0
1402,360,370,0,75,5,0,0,97,6,0
1403,360,233,0,38,6,0,0,94,1,0
1404,360,243,0,36,6,0,0,91,5,0
1405,360,261,0,34,6,0,0,92,5,0
1406,360,550,0,69,13,0,0,157,2,0
1407,360,556,0,66,13,0,0,164,2,0
1408,120,156,0,16,5,0,0,55.3,2,0
1409,120,94.6,0,11.5,3.4,0,0,52.8,1.9,0
1410,120,120.5,0,11,3,0,0,53,2,0
1411,140,110,0,13.4,4,0,0,61,2.2,0
1412,360,349,0,50,10,0,0,127,4,0
1413,360,334,0,40,6,0,0,227,10,0
1414,360,413,0,48,11,0,0,232,7,0
1415,360,462,0,60,9,0,0,248,10,0
1416,360,370,0,69,7,0,0,109,4,0
1417,360,348,0,50,3,0,0,100,4,0
1418,360,348,0,40,10,0,0,143,4,0
1419,360,71,0,9,3,0,0,39,1,0
1420,21,40,0,4,0.4,0,0,4,0.9,0
1421,21,40,0,4,0.4,0,0,4,0.9,0
1422,21,40,0,4,0.4,0,0,4,0.9,0
1423,21,40,0,4,0.4,0,0,4,0.9,0
1424,21,40,0,4,0.4,0,0,4,0.9,0
1425,212,609,0,46,10,0,0,222,17,0
1426,252,654,0,26,8,0,0,184,28,0
1427,142,523,0,43,9,0,0,215,11,0
1428,140,376,0,11,17,0,0,651,4,0
1429,150,398,0,11,19,0,0,749,6,0
1430,130,453,0,28,8,0,0,244,14,0
1431,120,395,0,27,8,0,0,109,12,0
1432,106,363,0,27,6,0,0,117,13,0
1433,146,544,0,28,9,0,0,403,23,0
1434,20,73,0,3,1,0,0,10,2,0
1435,20,88,0,4,1,0,0,28,0.2,0
1436,13,37,0,2,1,0,0,23,0.2,0
1437,13,32,0,2,1,0,0,10,2,0
1438,20,72,0,3,1,0,0,11,2,0
1439,13,65,0,2,1,0,0,11,2,0
1440,139,370,0,14,6,0,0,150,19,0
1441,136,382,0,16,6,0,0,154,19,0
1442,143,395,0,18,6,0,0,155,19,0
1443,88,338,0,11,5,0,0,155,19,0
1444,338,720,0,13,17,0,0,902,17,0
1445,272,728,0,14,17,0,0,902,17,0
1446,38,374,0,8,4,0,0,138,17,0
1447,38,410,0,11,4,0,0,130,15,0
1448,200,553,0,9,12,0,0,851,0,0
1449,113,317,0,12,12,0,0,470,2,0
1450,113,346,0,18,12,0,0,355,2,0
1451,113,329,0,15,11,0,0,470,2,0
1452,290,914,0,8,0,0,0,1239,13,0
1453,279,858,0,20,17,0,0,944,21,0
1454,463,590,0,56,11.3,0,0,385,9.3,0
1455,465,620,0,67,7.9,0,0,251,10.7,0
1456,520,553,0,46,7,0,0,188,8,0
1457,559,182,0,31,9,0,0,182,7,0
1458,360,587,0,61,10,0,0,454,9,0
1459,414,577,0,50,20,0,0,265,8,0
1460,476,757,0,49,28,0,0,350,16,0
1461,508,683,0,72,8,0,0,226,9,0
1462,480,678,0,59,9,0,0,231,9,0
1463,542,890,0,79,19,0,0,298,23,0
1464,566,659,0,67,9,0,0,142,5,0
1465,509,638,0,76,9,0,0,141,5,0
1466,520,691,0,65,10,0,0,143,6,0
1467,481,898,0,70,50,0,0,254,6,0
1468,367,905,0,80,25,0,0,371,2,0
1469,360,14,0,0,1,0,0,0,0.1,0
1470,450,48,0,0,2,0,0,0,0.1,0
1471,550,17,0,0,1,0,0,0,0,0
1472,360,13,0,0,1,0,0,0,0.1,0
1473,450,17,0,0,1,0,0,0,0.1,0
1474,550,17,0,0,1,0,0,0,0,0
1475,60,11,0,0,1,0,0,0,0,0
1476,205,281,0,18,5,0,0,0,6.3,0
1477,205,258,0,20,5,0,0,0,4.5,0
1478,205,252,0,14,5,0,0,0,5.1,0
1479,360,194,0,17,7,0,0,0,6.4,0
1480,450,278,0,25,11,0,0,0,8.8,0
1481,550,415,0,48,11,0,0,0,10.4,0
1482,360,250,0,18,8,0,0,0,6.3,0
1483,450,325,0,23,11,0,0,0,8.2,0
1484,550,403,0,45,8,0,0,0,6.2,0
1485,360,258,0,20,8,0,0,0,6.8,0
1486,450,342,0,26,11,0,0,0,9,0
1487,550,427,0,53,13,0,0,0,9.2,0
1488,360,227,0,17,6,0,0,0,4.3,0
1489,450,275,0,20,7,0,0,0,5.2,0
1490,550,421,0,48,8,0,0,0,6.1,0
1491,360,266,0,21,9,0,0,0,6.4,0
1492,450,343,0,27,12,0,0,0,8.2,0
1493,550,425,0,42,14,0,0,0,9.7,0
1494,360,211,0,18,6,0,0,0,4,0
1495,450,260,0,22,8,0,0,0,5,0
1496,550,298,0,43,9,0,0,0,5.8,0
1497,360,224,0,21,7,0,0,0,7.3,0
1498,450,275,0,26,9,0,0,0,9,0
1499,550,376,0,45,12,0,0,0,8.3,0
1500,360,182,0,18,5,0,0,0,5.2,0
1501,450,233,0,23,7,0,0,0,6.6,0
1502,550,295,0,42,8,0,0,0,6.1,0
1503,360,166,0,10,8,0,0,0,6.2,0
1504,450,219,0,13,10,0,0,0,8.2,0
1505,550,238,0,14,12,0,0,0,6.7,0
1506,360,87,0,6,6,0,0,0,0.8,0
1507,450,112,0,8,7,0,0,0,1.1,0
1508,550,176,0,7,8,0,0,0,5.1,0
1509,360,78,0,4,5,0,0,0,0.4,0
1510,450,91,0,5,6,0,0,0,0.4,0
1511,550,212,0,13,10,0,0,0,6.8,0
1512,360,224,0,25,2,0,0,0,8.5,0
1513,360,217,0,23,2,0,0,0,9.1,0
1514,360,349,0,38,7,0,0,0,11,0
1515,360,342,0,38,6,0,0,0,12,0
1516,360,16,0,0,1,0,0,0,0,0
1517,450,16,0,0,1,0,0,0,0,0
1518,360,113,0,7,6,0,0,0,4,0
1519,450,137,0,9,7,0,0,0,4,0
1520,360,167,0,24,5,0,0,0,2,0
1521,450,200,0,29,5,0,0,0,3,0
1522,360,157,0,22,5,0,0,0,3.3,0
1523,450,196,0,28,7,0,0,0,4.1,0
1524,360,252,0,36,5,0,0,0,5.7,0
1525,450,21,0,0,1,0,0,0,0,0
1526,360,300,0,13,12,0,0,0,7.3,0
1527,450,375,0,16,15,0,0,0,9.1,0
1528,360,192,0,9,8,0,0,0,4.7,0
1529,450,242,0,11,10,0,0,0,5.9,0
1530,360,295,0,27,10,0,0,0,8,0
1531,450,357,0,33,12,0,0,0,9.7,0
1532,360,233,0,21,7,0,0,0,6.1,0
1533,450,284,0,26,8,0,0,0,7.4,0
1534,360,317,0,32,10,0,0,0,6.4,0
1535,450,394,0,37,13,0,0,0,8.3,0
1536,360,196,0,22,5,0,0,0,5.1,0
1537,450,251,0,30,6,0,0,0,6.5,0
1538,360,352,0,28,10,0,0,0,12.8,0
1539,450,441,0,35,12,0,0,0,16,0
1540,360,277,0,23,7,0,0,0,10.4,0
1541,450,346,0,28,8,0,0,0,13,0
1542,360,266,0,19,9,0,0,0,7.7,0
1543,450,366,0,26,12,0,0,0,10.6,0
1544,360,227,0,19,7,0,0,0,7.1,0
1545,450,277,0,23,8,0,0,0,8.6,0
1546,360,307,0,34,2,0,0,0,6.2,0
1547,450,384,0,42,2,0,0,0,7.7,0
1548,360,190,0,20,1,0,0,0,4.3,0
1549,450,238,0,25,1,0,0,0,5.4,0
1550,360,502,0,45,8.8,0,0,0,10.8,0
1551,360,466,0,43,6.1,0,0,0,10.2,0
1552,270,144,0,9,7,0,0,0,4,0
1553,360,366,0,40,13,0,0,0,8,0
1554,360,313,0,41,11,0,0,0,6,0
1555,360,359,0,48,14,0,0,0,6,0
1556,360,147,0,11,6,0,0,0,5.3,0
1557,450,175,0,13,8,0,0,0,6.3,0
1558,450,235,0,33,6,0,0,0,2.4,0
1559,450,338,0,2,5,0,0,0,7.1,0
1560,360,236,0,38,3,0,0,0,3.1,0
1561,450,294,0,47,4,0,0,0,3.8,0
1562,360,269,0,46,3,0,0,0,2.8,0
1563,450,336,0,57,4,0,0,0,3.6,0
1564,360,257,0,44,4,0,0,0,1.8,0
1565,450,321,0,54,5,0,0,0,2.3,0
1566,360,271,0,46,4,0,0,0,1.7,0
1567,450,339,0,58,5,0,0,0,2.1,0
1568,360,347,0,51,5,0,0,0,9.1,0
1569,450,403,0,64,6,0,0,0,6.7,0
1570,360,411,0,45,9,0,0,0,12.8,0
1571,450,513,0,57,11,0,0,0,16,0
1572,360,278,0,46,6,0,0,0,1.4,0
1573,450,348,0,58,8,0,0,0,2.1,0
1574,360,241,0,36,4,0,0,0,4.1,0
1575,450,306,0,46,5,0,0,0,5.1,0
1576,360,243,0,39,3,0,0,0,3.2,0
1577,450,342,0,56,4,0,0,0,4.5,0
1578,360,6,0,0,1,0,0,0,0,0
1579,360,6,0,0,0,0,0,0,0,0
1580,360,5,0,0,0,0,0,0,0,0
1581,360,5,0,0,0,0,0,0,0,0
1582,360,5,0,0,0,0,0,0,0,0
1583,360,9,0,0,0,0,0,0,0,0
1584,360,250,0,33,8,0,0,0,4.9,0
1585,450,269,0,35,7,0,0,0,4,0
1586,360,166,0,22,4,0,0,0,2.6,0
1587,450,157,0,23,4,0,0,0,2.3,0
1588,360,116,0,12,0,0,0,0,0,0
1589,360,114,0,12,0,0,0,0,0,0
1590,360,205,0,44,1,0,0,0,0.1,0
1591,450,114,0,20,0,0,0,0,0.1,0
1592,360,185,0,39,0,0,0,0,0,0
1593,450,244,0,51,0,0,0,0,0.1,0
1594,450,112,0,20,1,0,0,0,0,0
1595,450,110,0,18,0,0,0,0,0,0
1596,450,202,0,49,0,0,0,0,0,0
1597,450,185,0,41,1,0,0,0,0,0
1598,450,176,0,39,0,0,0,0,0,0
1599,450,164,0,40,0,0,0,0,0,0
1600,450,183,0,45,1,0,0,0,0.1,0
1601,360,124,0,25,2,0,0,0,0,0
1602,360,120,0,17,2,0,0,0,0.5,0
1603,360,155,0,29,1,0,0,0,0,0
1604,450,84,0,0,2,0,0,0,0,0
1605,450,134,0,31,0.2,0,0,0,0,0
1606,450,130,0,35,0.1,0,0,0,0,0
1607,360,230,0,17,3,0,0,0,2.8,0
1608,360,245,0,12,4,0,0,0,2.3,0
1609,360,343,0,70,3.8,0,0,0,0.9,0
1610,360,315,0,65,3.9,0,0,0,0.9,0
1611,450,184,0,43,0.7,0,0,0,0,0
1612,450,194,0,45,0.9,0,0,0,0,0
1613,360,338,0,63,3.4,0,0,0,2.5,0
1614,360,335,0,37,7.8,0,0,0,6.1,0
1615,360,128,0,22,1.9,0,0,0,0.5,0
1616,360,166,0,35,0.5,0,0,0,0,0
1617,126,97,0,19,1,0,0,0,0,0
1618,298,1022,0,25,15,0,0,0,35.4,0
1619,292,761,0,31,13,0,0,0,18.3,0
1620,202,793,0,31,14,0,0,0,22,0
1621,110,373,0,8,10,0,0,0,0.4,0
1622,110,305,0,9,10,0,0,0,0.5,0
1623,110,373,0,9,9,0,0,0,0.4,0
1624,100,288,0,19,5,0,0,0,10.9,0
1625,100,319,0,15,6,0,0,0,15.2,0
1626,100,314,0,18,6,0,0,0,12.9,0
1627,100,292,0,10,6,0,0,0,14.3,0
1628,100,287,0,15,6,0,0,0,12.4,0
1629,190,678,0,40,10,0,0,0,31.5,0
1630,180,692,0,63,7,0,0,0,32,0
1631,105,363,0,21,5,0,0,0,12.8,0
1632,145,492,0,32,5,0,0,0,3.8,0
1633,100,267,0,16,3,0,0,0,10.6,0
1634,100,296,0,21,3,0,0,0,11.3,0
1635,125,343,0,28,6,0,0,0,11.4,0
1636,160,432,0,4,19,0,0,0,8.8,0
1637,215,545,0,10,19,0,0,0,5.5,0
1638,160,386,0,4,11,0,0,0,5.7,0
1639,150,451,0,13,18,0,0,0,9.8,0
1640,185,434,0,9,16,0,0,0,7,0
1641,120,550,0,35,6,0,0,0,8,0
1642,120,460,0,37,5,0,0,0,7,0
1643,50,225,0,10,4,0,0,0,4,0
1644,50,202,0,10,3,0,0,0,4,0
1645,984,1419,0,131,29,0,0,0,8.8,0
1646,1106,661,0,110,8,0,0,0,8.3,0
1647,775,700,0,67,9,0,0,0,13.7,0
1648,823,1249,0,40,17,0,0,0,29.8,0
1649,482,818,0,71,25,0,0,0,7.1,0
1650,691,829,0,119,13,0,0,0,15.5,0
1651,923,1148,0,137,24,0,0,0,16,0
1652,868,938,0,86,17,0,0,0,14,0
1653,960,570,0,117,6,0,0,0,3.3,0
1654,684,639,0,128,9,0,0,0,6,0
1655,684,275,0,24,5,0,0,0,5,0
1656,952,841,0,169,6,0,0,0,8,0
1657,774,890,0,168,10,0,0,0,8,0
1658,890,730,0,145,6,0,0,0,9,0
1659,644,652,0,126,7,0,0,0,6,0
1660,90,126,0,24,0,0,0,0,1.5,0
1661,180,252,0,47,1,0,0,0,2.9,0
1662,270,378,0,71,1,0,0,0,4.4,0
1663,450,630,0,118,2,0,0,0,7,0
1664,90,203,0,20,1,0,0,0,2.7,0
1665,180,407,0,40,2,0,0,0,5,0
1666,270,610,0,59,3,0,0,0,8,0
1667,450,1017,0,99,5,0,0,0,14,0
1668,90,214,0,18,3,0,0,0,3.6,0
1669,180,428,0,36,5,0,0,0,7,0
1670,270,643,0,54,8,0,0,0,11,0
1671,450,1071,0,90,14,0,0,0,18,0
1672,90,187,0,20,3,0,0,0,4.1,0
1673,180,374,0,41,7,0,0,0,8,0
1674,270,560,0,61,10,0,0,0,12,0
1675,450,934,0,101,17,0,0,0,20,0
1676,90,119,0,22,1,0,0,0,0,0
1677,180,238,0,43,2,0,0,0,0,0
1678,270,356,0,65,3,0,0,0,0,0
1679,450,594,0,108,5,0,0,0,0,0
1680,90,171,0,19,3,0,0,0,6,0
1681,180,342,0,38,6,0,0,0,12,0
1682,270,513,0,57,8,0,0,0,17,0
1683,450,855,0,96,14,0,0,0,29,0
1684,90,140,0,19,3,0,0,0,2.7,0
1685,180,279,0,38,5,0,0,0,5,0
1686,270,419,0,57,8,0,0,0,8,0
1687,450,698,0,96,13,0,0,0,14,0
1688,90,140,0,21,2,0,0,0,1.9,0
1689,180,280,0,41,5,0,0,0,3.8,0
1690,270,420,0,62,7,0,0,0,6,0
1691,450,700,0,104,12,0,0,0,10,0
1692,94,355,0,26,5,0,0,0,6.1,0
1693,132,479,0,37,6,0,0,0,11.1,0
1694,369,5,0,0,0,0,0,5,0,0
1695,510,10,0,0,0,0,0,10,0,0
1696,454,10,0,0,0,0,0,10,0,0
1697,680,15,0,0,0,0,0,15,0,0
1698,369,178.75,12.5,12.5,7.5,10,0,135,6.25,0
1699,397,111.25,7.5,7.5,4.5,6,0,85,3.75,0
1700,510,239.5,17,17,10.2,13.6,0,180,8.5,0
1701,454,172,12,12,7.2,9.6,0,130,6,0
1702,680,325.5,23,23,13.8,18.4,0,245,11.5,0
1703,680,204,14,14,8.4,11.2,0,155,7,0
1704,369,220.8,29.34,27.64,6.35,8.23,0,124.9,5.09,0
1705,397,200.6,28.86,26.48,5.21,6.68,0,112.7,4.13,0
1706,510,308.35,41.37,39.33,8.58,11.1,0,169,6.86,0
1707,454,274.65,39.89,37.17,6.84,8.75,0,146.8,5.39,0
1708,680,412.75,54.14,52.1,11.68,15.15,0,224.2,9.36,0
1709,680,331.64,49.16,46.44,7.84,10,0,167,6.14,0
1710,369,64,4,4,2.4,3.2,0,50,2,0
1711,397,91,6,6,3.6,4.8,0,70,3,0
1712,510,104.5,7,7,4.2,5.6,0,80,3.5,0
1713,454,151.75,10.5,10.5,6.3,8.4,0,115,5.25,0
1714,680,136.5,9,9,5.4,7.2,0,105,4.5,0
1715,680,183.75,12.5,12.5,7.5,10,0,140,6.25,0
1716,369,229.05,27.04,27.04,7.1,9.3,0,125.4,5.75,0
1717,397,161.55,22.04,22.04,4.1,5.3,0,75.4,3.25,0
1718,510,314.95,38.81,38.81,9.6,12.55,0,165.6,7.75,0
1719,454,247.45,33.81,33.8,6.6,8.55,0,115.6,5.25,0
1720,680,426.1,52.08,52.08,13,17,0,225.8,10.5,0
1721,680,304.6,43.08,43.08,7.6,9.8,0,135.5,6,0
1722,369,231.05,27.72,27.72,7.1,9.3,0,125.4,5.75,0
1723,397,1463.5,22.72,22.72,4.1,5.3,0,75.4,3.25,0
1724,510,317.95,39.83,39.83,9.6,12.55,0,165.6,7.75,0
1725,454,250.45,34.83,34.83,6.6,8.55,0,115.6,5.25,0
1726,680,430.1,53.44,53.44,13,17,0,225.8,10.5,0
1727,680,308.6,44.44,44.44,7.6,9.8,0,135.8,6,0
1728,369,420.38,44.66,35.88,11.49,21.24,0,180.28,15.21,0
1729,397,323.52,369.56,27.7,6.52,16.1,0,96.72,12.39,0
1730,510,474.86,53.65,42.19,12.07,22.41,0,189.89,16.18,0
1731,454,461.46,49.53,37.77,9.21,23.64,0,139.81,18.28,0
1732,680,518.61,62.4,48.32,12.57,22.58,0,198.64,16.3,0
1733,680,486.71,51.03,39.27,10.11,24.84,0,159.81,19.03,0
1734,369,370.38,39.16,34.51,9.24,18.97,0,170.28,13.63,0
1735,397,320.77,34.56,29.82,6.37,16.62,0,121.72,12.55,0
1736,510,459.86,51.2,45,11.12,22.06,0,211.64,15.73,0
1737,454,459.96,48.08,41.57,8.86,24.09,0,171.56,18.33,0
1738,680,579.11,66,58.29,14.72,26.56,0,282.14,18.48,0
1739,680,531.96,59.38,51.37,10.36,25.79,0,207.06,19.33,0
1740,369,379.49,110.5,24.51,9.09,19.77,0,197.03,13.38,0
1741,397,336.63,106.45,20.32,6.52,17.82,0,153.47,12.55,0
1742,510,494.43,198.1,31.17,11.09,23.37,0,251.09,15.48,0
1743,454,487.78,194.49,27.27,8.53,25,0,206.01,17.83,0
1744,680,632.39,287.9,40.19,14.51,27.98,0,329.29,17.98,0
1745,680,571.74,280.31,32.27,9.55,26.41,0,244.21,18.33,0
1746,369,429.83,51.23,40.07,10.79,19.79,0,157.53,14.34,0
1747,397,386.97,47.13,35.88,8.22,17.84,0,133.97,13.51,0
1748,510,565.31,72.47,56,13.97,23.93,0,200.89,17.17,0
1749,454,565.41,69.35,52.58,11.71,25.96,0,160.81,19.76,0
1750,680,730.56,96.47,74.75,18.87,29.48,0,273.39,20.64,0
1751,680,644.66,81.1,61.7,14.01,28.53,0,194.56,21.38,0
1752,369,428.33,49.78,43.87,10.44,20.24,0,189.28,14.38,0
1753,397,378.72,45.18,39.18,7.57,17.89,0,140.72,13.31,0
1754,510,533.06,63.32,55.85,13.22,24.58,0,240.64,17.24,0
1755,454,533.16,60.2,52.43,10.96,26.56,0,200.56,19.83,0
1756,680,667.56,79.62,70.65,17.72,30.23,0,321.14,20.74,0
1757,680,613.66,72.5,63.23,13.06,29.06,0,241.06,21.33,0
1758,369,431.04,125.84,29.58,10.28,21.49,0,228.43,14.13,0
1759,397,395.02,122.24,25.89,8.01,19.95,0,189.87,13.55,0
1760,510,561.32,214.9,37.76,13.18,26.29,0,292.49,16.98,0
1761,454,568.16,212.28,34.84,11.22,28.72,0,257.41,19.83,0
1762,680,721.28,306.72,48.76,17.8,32.5,0,385.69,20.48,0
1763,680,660.62,299.1,40.84,12.84,30.93,0,300.61,20.83,0
1764,369,296.3,38.65,14.5,9.2,11.83,0,147.5,7.25,0
1765,397,228.8,33.65,9.5,6.2,7.83,0,97.5,4.75,0
1766,510,397.27,52.81,19,12.1,15.52,0,193.5,9.5,0
1767,454,336.52,48.31,14.5,9.4,11.92,0,148.5,7.25,0
1768,680,538.74,69.97,26.5,16.8,21.61,0,269.5,13.25,0
1769,680,410.49,60.47,17,11.1,14.01,0,174.5,8.5,0
1770,369,340.89,52.99,7.5,5.49,12.11,0,118.34,8.7,0
1771,397,340.89,52.99,7.5,5.49,12.11,0,118.34,8.7,0
1772,510,418.21,63.76,10,7.17,15.22,0,151.22,10.85,0
1773,454,431.71,64.76,11,7.77,16.02,0,161.22,11.35,0
1774,680,498.53,74.53,12.5,8.85,18.33,0,184.1,13,0
1775,680,509.03,75.53,13.5,9.45,19.13,0,194.1,13.5,0
1776,369,310.9,38.41,31.16,9.79,13.28,0,260.99,8.44,0
1777,397,243.4,33.41,26.16,6.79,9.28,0,210.99,5.94,0
1778,369,0,0,0,0,0,0,0,0,0
1779,397,0,0,0,0,0,0,0,0,0
1780,510,0,0,0,0,0,0,0,0,0
1781,454,0,0,0,0,0,0,0,0,0
1782,369,0.01,0,0,0,0,0,0,0,0
1783,397,0.01,0,0,0,0,0,0,0,0
1784,510,0.02,0,0,0,0,0,0,0,0
1785,454,0.02,0,0,0,0,0,0,0,0
1786,369,0.01,0,0,0,0,0,0.01,0,0
1787,397,0.01,0,0,0,0,0,0.01,0,0
1788,510,0.02,0,0,0,0,0,0.03,0,0
1789,454,0.02,0,0,0,0,0,0.03,0,0
1790,369,0.01,0,0,0,0,0,0.02,0,0
1791,397,0.01,0,0,0,0,0,0.02,0,0
1792,510,0.02,0,0,0,0,0,0.04,0,0
1793,454,0.02,0,0,0,0,0,0.04,0,0
1794,369,0,0,0,0,0,0,0,0,0
1795,397,0,0,0,0,0,0,0,0,0
1796,510,0,0,0,0,0,0,0,0,0
1797,454,0,0,0,0,0,0,0,0,0
1798,369,0.01,0,0,0,0,0,0.02,0,0
1799,397,0.01,0,0,0,0,0,0.02,0,0
1800,510,0.01,0,0,0,0,0,0.04,0,0
1801,454,0.01,0,0,0,0,0,0.04,0,0
1802,369,0.01,0,0,0,0,0,0.01,0,0
1803,397,0.01,0,0,0,0,0,0.01,0,0
1804,510,0.01,0,0,0,0,0,0.03,0,0
1805,454,0.01,0,0,0,0,0,0.03,0,0
1806,680,0,0,0,0,0,0,0,0,0
1807,680,0,0,0,0,0,0,0,0,0
1808,369,225,58.5,49.5,0,0,0,45,0,0
1809,510,300,78,66,0,0,0,60,0,0
1810,680,375,97.5,82.5,0,0,0,75,0,0
1811,369,107.5,27,24,0.5,0,0,2.5,0,0
1812,510,129,32.4,28.8,0.6,0,0,3,0,0
1813,680,150.5,37.8,33.6,0.7,0,0,3.5,0,0
1814,369,105,26.5,24,0.5,0,0,2.5,0,0
1815,397,0,0,0,0,0,0,0,0,0
1816,510,126,31.8,28.8,0.6,0,0,0,0,0
1817,454,0,0,0,0,0,0,0,0,0
1818,369,289.86,51.31,21.81,3.63,7.08,0,6,1.5,0
1819,510,367.22,67.12,26.81,4.65,8.17,0,8,2,0
1820,680,449.58,82.93,31.81,5.67,9.26,0,10,2.5,0
1821,397,289.01,51.03,21.63,3.7,6.89,0,149.49,4.35,0
1822,454,366.37,66.84,26.63,4.72,7.98,0,184.29,4.85,0
1823,680,448.73,82.65,31.63,5.74,9.07,0,224.09,5.35,0
1824,397,236.14,37.15,22.66,3.16,7.62,0,120.09,4.36,0
1825,454,295.94,48.52,30.55,4.01,8.85,0,148.68,4.87,0
1826,680,360.74,59.89,38.44,4.86,10.08,0,182.28,5.38,0
1827,397,303.19,53.87,31.79,4.54,7.54,0,111.99,4.58,0
1828,454,387.44,70.66,42.36,5.96,8.84,0,140.14,5.19,0
1829,680,476.69,87.45,52.92,7.38,10.13,0,173.29,5.8,0
1830,397,324.54,56.91,33.58,3.94,8.27,0,221.49,4.83,0
1831,454,426.84,77.78,46.72,5.17,9.81,0,298.83,5.56,0
1832,680,512.74,93.32,55.07,6.38,11.34,0,380.58,6.29,0
1833,397,261.69,46.54,39.16,3.45,6.2,0,86.94,4.35,0
1834,454,315.19,56.84,47.96,4.35,7.1,0,107.44,4.85,0
1835,680,373.69,67.14,56.76,5.25,8,0,132.94,5.35,0
1836,397,333,205.32,25.63,4.03,8.9,0,165.49,4.35,0
1837,454,411.96,291.14,30.63,5.05,10.31,0,198.69,4.85,0
1838,680,495.92,376.96,35.63,6.07,11.72,0,236.89,5.35,0
1839,397,338,59.94,6.63,4.96,8.61,0,68.39,5.85,0
1840,454,405.22,71.6,8.63,6.36,10.3,0,89.39,6.85,0
1841,680,472.44,83.26,10.63,7.76,11.99,0,110.39,7.85,0
1842,397,339.89,58.66,50.02,5.55,8.67,0,120.94,5.86,0
1843,454,406.89,69.96,59.82,7.05,10.37,0,151.44,6.86,0
1844,680,473.89,81.26,69.62,8.55,12.07,0,181.94,7.86,0
1845,397,418.5,213.99,33.96,6.16,14.3,0,192.16,8.52,0
1846,454,520.96,301.95,41.03,7.85,17.11,0,235.69,10.05,0
1847,680,613.42,388.77,47.03,9.47,19.32,0,278.89,11.05,0
1848,397,423.39,69.4,43.62,6.99,13.23,0,151.56,8.76,0
1849,454,531.14,88.32,56.25,9.08,15.93,0,190.04,10.4,0
1850,680,628.89,106.11,67.82,11.1,18.02,0,228.19,11.52,0
1851,397,621.7,98.33,76.33,11.35,21,0,108.68,3.67,0
1852,454,714.57,113.13,88.33,13.36,23.87,0,135.17,4.67,0
1853,680,807.44,127.93,100.33,15.37,26374,0,161.66,5.67,0
1854,397,297.3,54.58,34.7,7.87,5.36,0,110.89,3,0
1855,454,386.1,70.46,44.9,10.29,7.12,0,145.43,4,0
1856,680,461.4,85.34,54.1,12.11,8.08,0,169.97,4.5,0
1857,397,379,85,63,2.4,3.2,0,8,2,0
1858,454,450.75,101.7,75.3,2.7,3.6,0,9,2.25,0
1859,680,555,126.5,93.5,3,4,0,10,2.5,0
1860,397,379,85,63,2.4,3.2,0,190,2,0
1861,454,450.75,101.7,75.3,2.7,3.6,0,225,2.25,0
1862,680,555,126.5,93.5,3,4,0,275,2.5,0
1863,397,301.55,71.66,61.58,1.52,2.02,0,71.2,1.26,0
1864,454,439.83,104.24,89.62,2.28,3.03,0,104.29,1.9,0
1865,680,571.35,136.32,117.16,2.74,3.64,0,132.39,2.28,0
1866,397,359,79,71,2.4,3.7,0,8,2,0
1867,454,426.75,94.5,84.9,2.7,4.2,0,9,2.25,0
1868,680,525,117.5,105.5,3,4.75,0,10,2.5,0
1869,397,359,79,71,2.4,3.7,0,50,2,0
1870,454,426.75,94.5,84.9,2.7,4.2,0,57,2.25,0
1871,680,525,117.5,105.5,3,4.75,0,65,2.5,0
1872,397,354,77,69,2.4,3.7,0,50,2,0
1873,454,420.75,92.1,82.5,2.7,4.2,0,57,2.25,0
1874,680,517.5,114.5,102.5,3,4.75,0,65,2.5,0
1875,397,357.2,46.64,77.12,3.69,3.47,0,46.78,2.06,0
1876,397,149.65,37.5,35.4,0.35,0,0,0,0,0
1877,454,204.75,51.3,48.6,0.45,0,0,0,0,0
1878,680,250.25,62.7,59.4,0.55,0,0,0,0,0
1879,397,105,26,23.5,0.5,0,0,2.5,0,0
1880,454,126,31.2,28.2,0.6,0,0,3,0,0
1881,680,147,36.4,32.9,0.7,0,0,3.5,0,0
1882,397,147.9,37.15,35.4,0.35,0,0,16.63,0,0
1883,454,202.5,50.85,48.6,0.45,0,0,23.85,0,0
1884,680,247.5,62.15,59.4,0.55,0,0,29.15,0,0
1885,397,107.5,27,24,0.5,0,0,2.5,0,0
1886,454,129,32.4,28.8,0.6,0,0,3,0,0
1887,680,150.5,37.8,33.6,0.7,0,0,3.5,0,0
1888,397,105,26,23.5,0.5,0,0,2.5,0,0
1889,454,126,31.2,28.2,0.6,0,0,3,0,0
1890,454,292.6,73.15,71.47,0.62,0.15,0,31.08,0,0
1891,397,179.34,44.1,41.79,0.42,0,0,14.7,0,0
1892,454,256.2,63,59.7,0.6,0,0,21,0,0
1893,680,315.98,77.7,73.63,0.74,0,0,25.9,0,0
1894,397,180.6,44.52,42.84,0.42,0,0,15.75,0,0
1895,454,258,63.6,61.2,0.6,0,0,22.5,0,0
1896,680,318.2,78.44,75.48,0.74,0,0,27.75,0,0
1897,397,173,26.65,41.35,0.66,0.15,0,3.99,0.04,0
1898,454,276.2,69.94,52.12,1.29,0.37,0,10.78,0.06,0
1899,397,261.4,67.1,60.1,0,0,0,52.28,0,0
1900,454,380.6,97.9,86.9,0,0,0,76.12,0,0
1901,680,495,127.5,112.5,0,0,0,99,0,0
